Quantity,	Item,				URL,																													Unit Price,		Price
4,			1300mcd white led,	http://www.mouser.com/ProductDetail/Kingbright/AA2214VR4D1S-C1/?qs=sGAEpiMZZMvyj6n1w4pZD2PcWzLIo1b1aNG2CpimRmM%3d,		$1.00,			$4.00
4,			1R 0805 resistor,	
